gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,60,1,0,0,2,2,2,2,2,2,2,0,3,19.65,1161.75,Not Churn
1,0,1,1,39,0,2,1,0,0,0,0,0,0,1,1,3,25.25,947.75,Not Churn
1,0,1,0,72,1,1,2,1,1,1,1,1,1,2,0,3,114.45,8375.05,Not Churn
0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,1,34.7,34.70,Churn
1,0,1,1,54,1,1,1,0,1,0,1,1,0,1,1,1,70.7,3770.00,Not Churn
1,0,0,0,3,1,1,2,0,0,0,0,0,1,0,1,1,85.3,264.80,Churn
0,0,1,1,63,1,0,1,1,1,1,1,1,0,2,0,3,75.55,4707.85,Not Churn
1,0,1,1,71,1,1,2,0,1,0,1,0,0,2,1,1,84.8,6152.40,Not Churn
0,0,0,0,42,1,0,0,2,2,2,2,2,2,1,1,2,20.65,958.10,Not Churn
1,0,0,0,47,1,0,0,2,2,2,2,2,2,2,0,3,20.45,943.00,Not Churn
0,0,1,1,66,1,1,2,0,1,1,0,1,1,1,1,3,102.45,6615.15,Churn
0,0,1,0,21,1,1,2,1,0,1,0,1,1,0,1,3,104.4,2200.25,Churn
1,0,0,0,11,0,2,1,0,1,0,1,0,0,0,1,1,35.65,425.10,Not Churn
1,0,0,1,1,1,1,2,0,0,1,0,1,1,0,1,1,99.75,99.75,Churn
0,1,1,0,55,1,1,2,0,1,1,1,0,0,0,0,1,90.45,5044.80,Not Churn
1,0,0,0,69,1,1,2,0,1,1,1,1,0,2,1,3,97.65,6743.55,Not Churn
0,1,0,0,3,1,0,2,0,0,1,0,0,0,0,0,1,73.85,196.40,Not Churn
1,0,0,0,4,1,0,1,0,0,1,1,1,1,0,1,1,74.4,299.70,Churn
1,1,0,0,30,1,1,1,0,0,1,1,1,0,2,1,3,69.1,2093.90,Not Churn
0,0,0,0,5,1,1,2,0,0,1,1,0,0,0,1,1,82.75,417.75,Not Churn
0,0,1,0,71,1,1,0,2,2,2,2,2,2,2,1,3,24.4,1725.40,Not Churn
0,0,0,0,29,1,1,1,0,1,0,0,0,0,1,1,1,55.25,1620.20,Not Churn
1,0,1,0,52,1,1,1,0,1,0,1,0,0,0,0,3,61.35,3169.55,Not Churn
1,0,0,0,68,1,1,1,1,1,1,0,0,1,1,0,3,76.75,5233.25,Not Churn
0,0,1,1,46,1,0,0,2,2,2,2,2,2,2,0,2,19.4,967.85,Not Churn
1,0,0,0,8,1,0,1,0,0,0,0,0,1,0,1,3,54.75,438.05,Not Churn
1,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,19.7,1421.90,Not Churn
0,0,0,0,17,1,0,0,2,2,2,2,2,2,1,0,3,19.9,323.15,Not Churn
1,0,0,0,3,1,0,2,0,1,1,1,1,1,0,1,1,107.95,318.60,Not Churn
0,1,0,0,2,1,0,2,0,1,0,0,1,0,0,1,3,83.8,163.70,Not Churn
0,0,0,0,9,1,0,2,1,0,0,0,0,0,0,1,3,74.25,639.65,Churn
0,0,0,0,51,0,2,1,0,1,1,0,1,1,1,1,3,56.4,2928.50,Not Churn
0,0,1,1,6,1,0,0,2,2,2,2,2,2,2,0,2,20.1,100.35,Not Churn
0,0,1,0,3,1,1,2,0,0,0,0,1,1,0,0,1,94.9,273.20,Not Churn
0,1,0,0,17,1,1,2,0,0,0,0,1,1,0,1,1,94.2,1608.15,Not Churn
1,0,1,0,30,1,1,1,0,0,0,0,0,0,0,0,1,49.9,1441.95,Not Churn
1,0,0,0,31,1,1,1,0,1,0,1,1,0,0,1,1,71.05,2168.15,Not Churn
0,0,0,0,45,1,0,1,1,0,1,1,1,1,2,0,3,81.65,3618.70,Not Churn
1,0,1,0,64,1,1,2,1,1,1,0,0,0,1,0,3,89.45,5692.65,Not Churn
1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,59.85,59.85,Churn
0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,69.6,69.60,Churn
1,1,1,1,61,1,1,2,0,1,0,0,1,1,1,0,1,99,5969.30,Not Churn
1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,19.05,19.05,Not Churn
1,0,0,0,9,0,2,1,0,0,0,0,1,1,0,1,1,45.4,418.80,Churn
1,0,1,1,72,1,1,2,1,1,1,1,1,1,2,0,3,114.45,8100.55,Not Churn
0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,19.5,19.50,Churn
0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,2,44.25,313.45,Not Churn
0,0,1,0,66,1,1,2,0,1,1,1,0,0,1,1,3,90.55,6130.95,Not Churn
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,69.9,69.90,Churn
1,0,1,1,40,1,0,0,2,2,2,2,2,2,0,1,3,20.4,745.30,Not Churn
1,0,0,0,16,1,1,1,0,1,1,0,0,1,0,1,3,71.4,1212.10,Not Churn
0,0,0,0,2,1,0,2,0,1,0,0,1,0,0,1,3,87.15,183.75,Churn
1,0,1,0,67,1,1,0,2,2,2,2,2,2,2,0,3,24.85,1583.50,Not Churn
0,0,1,0,41,1,0,2,1,1,1,0,1,1,1,1,3,104.45,4162.05,Not Churn
0,0,1,1,56,1,0,0,2,2,2,2,2,2,2,1,3,19.8,1119.90,Not Churn
0,0,0,0,72,1,1,2,1,1,1,1,1,1,2,1,3,116.45,8013.55,Not Churn
0,0,1,1,3,1,1,2,0,0,0,0,0,1,0,1,3,84.75,264.85,Churn
0,0,1,0,54,1,0,0,2,2,2,2,2,2,2,0,3,20.05,1102.40,Not Churn
1,1,0,0,52,1,1,2,0,1,1,1,1,1,0,1,1,110.75,5832.00,Not Churn
0,0,0,0,50,1,0,2,0,0,1,1,0,1,2,1,3,89.7,4304.50,Not Churn
1,0,0,0,14,1,1,2,0,0,0,1,1,0,0,1,1,89.95,1178.40,Churn
1,0,1,0,27,1,0,1,1,0,0,0,0,0,1,0,3,48.7,1421.75,Not Churn
0,1,1,0,72,1,1,2,1,1,1,1,0,0,2,1,3,96.6,6827.50,Not Churn
1,0,0,0,62,1,0,1,1,1,0,0,1,1,1,1,3,74.3,4698.05,Not Churn
0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,1,1,54.3,654.50,Not Churn
0,1,0,0,44,1,0,1,0,0,1,1,1,1,1,0,3,74.85,3268.05,Not Churn
1,0,1,1,54,1,0,2,0,1,0,1,0,0,2,1,3,79.95,4362.05,Not Churn
0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,0,3,20.05,1386.90,Not Churn
1,0,0,0,20,1,0,0,2,2,2,2,2,2,0,0,2,19.4,415.40,Not Churn
1,0,1,1,50,1,1,1,0,0,1,0,0,0,1,0,3,54.9,2614.10,Not Churn
1,0,0,0,58,1,1,0,2,2,2,2,2,2,2,1,3,24.45,1513.60,Not Churn
1,0,1,1,35,1,1,2,0,1,0,0,1,0,0,1,3,89.65,3161.60,Not Churn
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,45.4,80.95,Not Churn
1,0,1,1,63,1,1,1,1,0,1,1,0,1,2,0,2,75.7,4676.70,Not Churn
0,0,1,0,58,1,1,2,1,1,1,0,1,1,1,1,3,110.65,6526.65,Not Churn
0,0,1,1,27,1,0,0,2,2,2,2,2,2,1,1,2,20.55,583.30,Not Churn
0,0,1,0,71,1,1,2,1,1,1,1,1,1,2,1,3,115.15,8078.10,Not Churn
0,0,0,0,63,1,0,1,0,0,1,0,0,1,1,0,3,58.55,3503.50,Not Churn
1,0,1,0,71,1,1,2,0,1,1,0,0,1,0,1,3,93.25,6669.45,Not Churn
0,1,0,0,41,1,1,2,1,1,1,0,1,1,0,1,1,113.2,4689.50,Churn
1,1,0,0,13,1,0,2,0,0,0,0,1,1,0,1,1,90.5,1201.15,Churn
1,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,1,79,143.65,Churn
0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,3,19.35,1292.65,Not Churn
1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2,48.75,48.75,Not Churn
1,1,0,0,65,1,1,2,1,0,1,1,1,1,2,1,1,109.05,7108.20,Not Churn
1,1,1,0,72,1,1,0,2,2,2,2,2,2,2,1,3,25,1802.55,Not Churn
0,0,0,0,28,1,1,1,0,0,0,1,0,0,0,1,3,54.9,1505.15,Not Churn
1,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,3,24.75,1859.10,Not Churn
0,0,0,0,2,1,0,2,1,1,0,0,1,0,0,1,1,91.15,168.50,Not Churn
0,0,0,1,18,1,0,0,2,2,2,2,2,2,1,0,3,20.15,390.85,Churn
1,1,1,0,60,1,1,2,0,1,1,0,1,1,1,1,1,104.35,6339.45,Not Churn
0,1,0,0,26,1,1,1,0,0,0,1,0,1,0,1,1,66.05,1652.40,Not Churn
1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,71.65,71.65,Churn
0,0,0,0,4,1,0,0,2,2,2,2,2,2,0,0,2,20.35,77.50,Churn
1,0,1,1,68,1,1,1,1,1,1,1,1,1,2,1,3,92.2,6392.85,Not Churn
0,0,0,0,38,1,0,2,0,1,1,1,0,0,0,1,3,84.25,3264.50,Churn
0,1,1,0,42,1,1,2,1,0,1,0,1,1,1,1,3,105.2,4599.15,Not Churn
0,0,1,0,57,1,0,0,2,2,2,2,2,2,2,1,3,19.6,1134.25,Not Churn
1,0,1,0,54,0,2,1,0,1,0,0,0,0,0,0,1,30.4,1621.35,Not Churn
0,0,0,0,12,1,0,2,0,0,0,0,0,1,0,0,3,78.1,947.30,Churn
0,0,1,0,44,1,0,1,1,1,1,0,0,0,1,1,2,61.5,2722.20,Not Churn
1,0,1,1,42,1,1,1,1,1,0,0,1,0,0,1,3,69.4,3058.30,Not Churn
1,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,3,24.75,1769.60,Not Churn
0,0,1,1,71,1,1,1,1,1,1,1,1,1,2,0,2,91.05,6293.75,Not Churn
0,0,1,0,19,1,1,2,0,0,1,0,0,1,0,0,2,89.65,1761.05,Churn
0,0,1,0,23,1,1,1,0,0,0,1,1,1,0,1,3,73.65,1642.75,Not Churn
0,0,0,0,30,1,0,0,2,2,2,2,2,2,2,0,3,19.4,578.50,Not Churn
1,0,0,0,35,1,1,0,2,2,2,2,2,2,1,0,3,26.2,954.90,Not Churn
0,0,0,0,10,1,1,2,1,0,0,0,1,1,0,1,1,98.7,973.25,Churn
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,43.85,43.85,Not Churn
1,0,0,0,22,1,0,2,0,0,0,0,0,0,0,1,2,69.7,1490.40,Not Churn
1,0,1,1,7,0,2,1,1,1,1,0,0,0,2,0,2,38.55,280.00,Not Churn
0,0,0,0,36,0,2,1,1,1,1,1,0,1,2,1,2,53.1,1901.25,Not Churn
0,0,1,1,34,1,0,0,2,2,2,2,2,2,0,0,2,20.65,716.40,Not Churn
1,0,1,1,72,1,1,1,1,1,1,0,0,0,2,0,3,64.45,4720.00,Not Churn
1,0,1,1,36,1,1,0,2,2,2,2,2,2,2,0,3,25.1,930.95,Not Churn
0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,76.35,76.35,Churn
0,0,0,0,23,1,1,2,0,1,0,0,0,0,0,1,1,79.15,1676.95,Churn
1,1,1,0,32,1,1,2,0,0,0,0,0,1,0,1,1,85,2642.05,Churn
0,0,1,1,71,1,1,2,1,1,1,1,0,0,1,1,3,95.15,6770.85,Not Churn
0,1,0,0,23,1,1,2,0,0,1,0,0,0,0,1,2,79.35,1835.30,Not Churn
1,0,1,0,17,1,0,2,0,0,1,0,1,1,1,1,3,96.65,1588.25,Not Churn
1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,75.5,75.50,Not Churn
1,0,1,1,12,1,0,0,2,2,2,2,2,2,2,0,2,19.7,258.35,Not Churn
0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,20.5,1502.25,Not Churn
1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,19.2,19.20,Not Churn
1,1,1,0,72,1,1,2,0,1,0,0,1,1,2,0,3,98.35,6929.40,Not Churn
1,0,1,1,60,1,1,2,0,0,0,0,0,0,0,0,3,74.35,4453.30,Not Churn
0,0,1,1,61,0,2,1,0,1,1,1,1,0,2,0,3,51.35,3244.40,Not Churn
0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0,2,45.65,323.45,Not Churn
1,1,1,0,32,1,1,2,0,0,0,0,0,1,0,0,1,85.3,2661.10,Churn
0,0,0,1,31,1,1,2,0,0,0,0,1,0,0,1,3,86.55,2697.40,Churn
1,0,0,0,19,1,0,2,0,1,0,0,0,0,0,1,3,73.85,1424.50,Churn
1,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,3,20.3,1401.15,Not Churn
0,0,0,0,32,1,1,1,0,1,0,0,0,0,0,1,1,54.2,1739.60,Not Churn
1,0,1,0,65,1,1,2,0,1,0,0,0,1,0,1,1,90.65,5931.00,Not Churn
0,0,1,1,45,0,2,1,1,0,0,0,1,1,0,1,3,50.9,2333.85,Not Churn
1,0,0,0,42,1,1,0,2,2,2,2,2,2,1,0,1,25.05,949.85,Not Churn
1,0,0,0,8,1,1,2,0,0,0,0,0,0,0,1,1,74.85,572.45,Not Churn
1,0,0,1,32,1,0,0,2,2,2,2,2,2,2,0,2,20.5,696.80,Not Churn
0,1,1,0,22,1,1,1,1,1,0,1,0,0,0,1,2,63.55,1381.80,Not Churn
1,1,1,0,57,0,2,1,0,0,0,0,1,1,0,1,1,44.85,2572.95,Churn
1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,47.95,47.95,Not Churn
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,45.1,45.10,Churn
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,45,45.00,Not Churn
1,0,0,0,24,1,0,2,0,0,0,1,1,1,0,1,1,96,2122.45,Churn
1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,3,20.05,20.05,Churn
1,1,0,0,54,1,1,2,0,1,0,0,0,1,0,1,1,90.05,4931.80,Not Churn
0,0,0,0,4,1,1,0,2,2,2,2,2,2,2,1,3,25.3,116.95,Not Churn
1,0,1,1,65,1,1,2,1,0,1,1,1,1,2,0,3,108.65,6937.95,Churn
0,0,1,0,56,1,1,0,2,2,2,2,2,2,1,0,1,24.3,1261.70,Not Churn
1,0,0,0,45,1,0,1,1,0,1,0,1,1,0,1,1,75.95,3273.80,Not Churn
0,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,3,19.7,1415.85,Not Churn
1,0,1,0,59,1,0,1,1,1,1,0,1,0,1,0,3,66.4,3958.20,Not Churn
1,0,0,0,69,0,2,1,0,1,1,0,0,0,1,1,3,35.75,2492.25,Not Churn
1,0,0,0,19,1,0,0,2,2,2,2,2,2,1,0,2,18.8,279.20,Not Churn
0,0,1,1,55,1,0,0,2,2,2,2,2,2,2,0,3,19.4,1083.00,Not Churn
0,0,0,0,38,1,0,0,2,2,2,2,2,2,1,0,2,19.3,755.50,Not Churn
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,1,45.55,402.60,Churn
0,1,1,0,47,1,1,1,1,1,1,0,0,0,0,1,3,67.45,3252.00,Not Churn
0,0,1,0,2,0,2,1,0,0,0,0,0,1,0,1,1,35.1,68.75,Churn
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,46.2,46.20,Churn
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,45.15,45.15,Churn
1,1,0,0,1,0,2,1,0,1,1,0,0,1,0,1,1,43.3,43.30,Churn
1,0,1,1,46,1,0,0,2,2,2,2,2,2,2,1,2,20.1,936.85,Not Churn
0,1,0,0,38,1,0,1,1,1,0,0,0,0,0,1,3,57.15,2250.65,Churn
0,0,1,0,65,1,0,1,1,0,1,1,0,0,2,0,3,58.9,3857.10,Not Churn
0,0,1,0,19,1,0,2,1,0,0,0,0,0,0,1,1,73.2,1441.10,Churn
1,0,0,0,52,1,0,2,0,1,0,0,0,1,0,1,1,85.35,4338.60,Churn
1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,2,19.45,1378.45,Not Churn
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,45.95,45.95,Churn
0,1,0,0,52,0,2,1,0,1,1,1,1,0,0,1,1,50.5,2566.30,Not Churn
1,0,1,0,6,1,1,0,2,2,2,2,2,2,1,0,2,25.1,171.00,Not Churn
0,1,1,0,26,1,0,1,0,0,1,0,0,1,1,0,2,60.7,1597.40,Not Churn
1,1,0,0,48,1,1,2,0,1,0,0,1,1,1,1,1,99,4744.35,Not Churn
0,0,1,1,64,1,1,2,1,0,0,1,1,1,1,1,3,104.4,6721.60,Not Churn
0,0,0,0,3,1,0,2,0,1,0,0,1,0,0,0,1,83.75,247.25,Churn
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,44.05,44.05,Not Churn
1,0,1,1,72,1,1,0,2,2,2,2,2,2,2,0,3,24.1,1734.65,Not Churn
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,45.55,45.55,Not Churn
0,0,1,1,51,1,1,2,1,1,0,0,0,1,0,1,1,93.8,4539.35,Not Churn
0,0,1,1,41,1,0,0,2,2,2,2,2,2,2,0,3,19.7,804.25,Not Churn
0,0,1,1,72,1,0,1,1,1,1,0,1,0,2,1,3,70.65,5011.15,Not Churn
0,0,1,0,43,1,1,1,1,1,0,1,1,1,2,0,3,86.45,3574.50,Not Churn
1,0,1,0,72,1,1,2,1,1,1,1,1,1,2,1,3,114.1,8086.40,Not Churn
1,0,1,0,47,1,1,2,0,0,0,0,1,1,1,1,3,95.2,4563.00,Not Churn
1,0,0,0,72,1,1,1,1,1,1,1,1,1,2,0,3,88.55,6362.35,Not Churn
1,0,0,0,3,1,0,0,2,2,2,2,2,2,0,1,3,20.75,67.10,Not Churn
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,70.05,70.05,Churn
1,0,0,0,2,1,1,2,0,0,0,0,0,1,0,1,1,86,165.45,Churn
1,0,0,0,26,0,2,1,1,1,0,0,0,1,0,1,3,44.65,1156.55,Not Churn
1,0,1,1,29,1,0,1,1,0,0,0,0,1,0,1,2,60.2,1834.15,Not Churn
0,1,1,0,35,1,1,2,1,1,0,1,1,0,0,1,3,100.5,3653.35,Churn
1,0,0,0,27,1,0,1,1,1,0,0,0,0,1,0,3,55.45,1477.65,Not Churn
1,0,1,1,24,1,0,1,1,1,0,1,0,1,0,1,3,70.3,1706.45,Not Churn
1,0,1,1,67,1,0,1,1,0,1,1,0,0,2,1,3,60.4,3953.70,Not Churn
0,0,0,0,16,1,1,2,0,0,0,0,0,0,0,0,1,72.65,1194.30,Churn
0,0,0,0,23,1,0,1,0,1,1,0,0,0,1,0,3,55.8,1327.85,Not Churn
1,0,0,0,14,0,2,1,0,1,0,0,0,0,0,1,2,31.1,419.70,Not Churn
0,0,1,1,1,1,0,0,2,2,2,2,2,2,0,1,1,21,21.00,Churn
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,45.1,45.10,Churn
1,1,0,0,4,0,2,1,0,1,0,0,1,1,0,1,3,50.95,207.35,Not Churn
1,0,0,1,16,1,1,1,1,1,0,0,0,1,0,1,1,69.1,1083.70,Not Churn
0,0,1,0,46,0,2,1,0,0,0,0,1,1,0,1,1,43.95,2007.85,Not Churn
1,0,0,1,68,1,1,1,1,1,0,1,1,1,2,1,3,86.5,5882.75,Not Churn
1,0,0,0,38,1,1,1,1,1,1,1,0,0,0,0,1,69.95,2657.55,Not Churn
1,1,1,0,30,1,0,1,0,1,0,0,0,0,0,1,3,50.4,1527.50,Churn
0,1,0,0,5,1,0,2,0,0,0,0,0,1,0,0,1,78.95,378.40,Churn
1,0,0,0,17,1,0,2,0,1,1,0,0,1,0,1,3,90.95,1612.20,Not Churn
1,0,1,1,4,1,0,0,2,2,2,2,2,2,2,0,2,19.9,76.65,Not Churn
0,0,0,0,12,1,0,0,2,2,2,2,2,2,1,0,1,20.15,260.70,Not Churn
1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,3,90.6,6441.85,Not Churn
1,0,0,0,3,1,0,2,0,0,0,0,1,1,0,1,1,92,266.80,Not Churn
1,0,0,0,56,1,1,2,0,1,0,1,0,1,0,1,1,94.45,5124.60,Churn
0,0,0,0,41,1,1,0,2,2,2,2,2,2,1,1,2,24.85,962.25,Not Churn
1,0,0,0,40,0,2,1,0,1,0,1,0,0,1,0,3,36,1382.90,Not Churn
0,0,0,0,7,1,0,1,1,1,0,1,1,1,0,1,1,78.5,571.05,Not Churn
1,0,0,0,69,1,0,0,2,2,2,2,2,2,2,0,3,19.95,1399.35,Not Churn
1,0,1,1,7,1,0,0,2,2,2,2,2,2,1,0,2,20.65,150.00,Not Churn
0,0,1,1,5,0,2,1,0,1,0,0,0,0,0,1,1,30.5,167.20,Not Churn
0,0,1,1,72,1,1,2,1,1,1,1,1,0,2,0,3,106.1,7657.40,Not Churn
1,0,1,1,44,1,0,0,2,2,2,2,2,2,1,1,3,20.5,865.05,Not Churn
0,0,0,0,65,1,1,2,0,1,1,0,1,0,1,1,1,95.5,6153.85,Not Churn
0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,1,64.6,174.20,Not Churn
1,0,0,0,24,1,0,1,0,0,0,1,0,0,0,1,3,51.1,1269.60,Not Churn
0,0,0,0,44,1,1,2,0,1,1,0,0,0,0,1,3,84.8,3862.55,Churn
0,1,1,0,72,1,1,1,1,1,1,1,1,1,2,0,3,89.1,6352.40,Not Churn
1,0,0,0,24,1,0,1,1,0,0,1,0,0,0,0,1,54.95,1348.50,Not Churn
1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,50.9,50.90,Churn
1,0,1,0,22,1,0,0,2,2,2,2,2,2,0,1,3,20.45,471.55,Not Churn
1,0,1,1,70,1,1,1,0,1,1,1,1,1,2,1,3,85.95,5931.75,Not Churn
1,0,1,1,25,1,1,1,0,0,0,0,1,0,0,0,1,60.35,1404.65,Not Churn
1,0,1,1,37,1,0,0,2,2,2,2,2,2,2,0,3,19.8,726.10,Not Churn
0,1,1,1,22,1,1,2,0,0,0,0,1,0,0,0,3,85.35,1961.60,Not Churn
0,0,1,1,59,1,1,1,0,0,1,1,1,0,2,1,3,72.1,4194.85,Not Churn
1,0,1,1,49,1,1,2,0,0,1,0,1,1,0,1,1,99.8,4872.45,Churn
1,0,1,1,47,1,1,2,0,0,1,1,1,1,0,1,3,107.35,5118.95,Churn
0,0,1,1,31,1,0,0,2,2,2,2,2,2,0,1,2,19.55,658.95,Churn
1,0,1,1,1,1,0,2,0,0,0,0,0,1,0,1,1,81.05,81.05,Not Churn
1,0,0,0,3,1,0,0,2,2,2,2,2,2,0,1,1,20.5,76.95,Not Churn
0,0,1,0,53,1,1,2,0,1,1,1,1,1,1,1,3,111.8,5809.75,Not Churn
1,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,20.2,20.20,Not Churn
1,0,0,0,20,1,0,0,2,2,2,2,2,2,1,1,2,19.7,415.90,Not Churn
0,0,0,0,3,1,0,2,1,1,0,0,0,0,0,1,1,79.1,246.50,Churn
0,0,0,0,51,1,0,0,2,2,2,2,2,2,1,1,3,19.85,996.95,Not Churn
0,0,1,0,51,1,0,1,1,1,0,1,0,0,1,1,3,60.5,3145.15,Not Churn
0,0,1,1,13,1,0,0,2,2,2,2,2,2,2,0,2,19.55,265.30,Not Churn
0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,20.9,20.90,Not Churn
1,0,0,1,1,1,0,0,2,2,2,2,2,2,0,1,2,21.05,21.05,Not Churn
1,0,0,0,63,1,1,1,1,1,1,1,0,0,1,0,1,71.5,4576.30,Not Churn
1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,2,54.65,189.10,Not Churn
1,0,0,0,46,1,0,0,2,2,2,2,2,2,2,0,3,19.2,908.15,Not Churn
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,49.8,49.80,Not Churn
1,0,0,1,8,0,2,1,0,0,0,0,0,0,0,0,2,25.5,215.20,Churn
0,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,3,20.5,1500.95,Not Churn
1,0,1,1,55,1,1,2,0,0,1,0,1,0,0,1,3,90.4,5099.15,Not Churn
0,0,0,0,70,1,1,2,0,1,1,1,0,0,1,1,3,90.25,6385.95,Not Churn
0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,80.75,159.45,Churn
1,0,1,1,67,1,1,2,1,0,0,1,1,1,2,0,3,104.6,6885.75,Not Churn
1,0,1,0,65,1,1,2,0,1,0,0,1,0,0,1,3,91.85,5940.85,Churn
1,0,1,0,14,1,0,1,0,0,1,0,0,0,0,0,3,50.2,668.85,Not Churn
0,0,1,1,20,1,1,2,0,0,1,1,0,1,0,1,3,95.5,1916.20,Not Churn
1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,1,75.35,75.35,Churn
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,75.45,75.45,Churn
0,0,1,1,49,1,1,2,0,0,0,0,1,1,0,1,3,95.4,4613.95,Not Churn
0,0,0,0,72,1,1,2,1,1,1,0,1,0,2,1,3,101.3,7261.25,Not Churn
0,0,1,0,46,1,1,1,1,0,0,0,0,0,0,0,1,53.1,2459.80,Not Churn
1,0,0,0,24,1,1,2,0,1,1,0,0,0,0,1,3,84.85,2048.80,Not Churn
0,0,1,1,5,0,2,1,0,1,0,1,0,0,0,0,1,34.25,163.55,Not Churn
0,0,1,1,33,1,1,2,0,1,1,1,0,0,0,0,3,88.6,2888.70,Not Churn
0,0,0,0,42,1,1,1,1,1,0,0,0,0,1,1,3,60.15,2421.60,Not Churn
1,0,0,0,23,1,0,2,1,0,1,0,1,1,1,1,3,99.95,2292.75,Not Churn
1,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,3,70.7,553.40,Not Churn
1,0,0,0,66,1,0,1,1,1,0,0,0,0,1,1,2,54.8,3465.70,Not Churn
1,0,0,0,24,1,0,1,1,0,0,0,0,0,0,1,3,49.55,1210.40,Churn
1,1,0,0,24,1,1,1,0,1,0,0,0,0,0,0,3,54.8,1291.30,Not Churn
1,0,0,0,69,1,1,1,1,1,1,1,0,1,1,1,3,78.6,5356.45,Churn
0,0,0,0,53,1,0,2,0,1,1,0,1,1,1,1,2,100.3,5200.80,Not Churn
0,0,0,0,60,0,2,1,1,0,1,0,1,1,2,0,1,53.6,3237.05,Not Churn
0,0,1,0,7,1,0,2,0,0,0,0,1,0,0,1,1,81.1,576.65,Churn
0,0,0,0,20,1,0,0,2,2,2,2,2,2,1,1,3,19.35,433.75,Not Churn
0,0,1,1,23,1,1,2,0,0,0,0,0,1,0,0,1,85.6,1868.40,Not Churn
1,0,1,1,72,1,0,1,1,0,1,1,1,1,2,1,1,80.8,5728.55,Not Churn
1,0,1,0,11,1,1,2,0,0,0,0,0,0,0,1,1,74.95,825.70,Churn
1,0,0,0,21,1,0,0,2,2,2,2,2,2,2,0,2,19.6,390.40,Not Churn
1,1,0,0,1,1,1,2,0,0,0,0,1,1,0,1,1,93.55,93.55,Churn
1,1,0,0,31,1,1,2,0,1,0,0,1,0,0,1,1,90.7,2845.15,Not Churn
0,0,0,0,57,1,0,1,0,1,1,1,1,0,2,0,2,69.75,3894.40,Not Churn
